run_id,model,parameters,preprocessing,feature_groups,fold_scores,cv_rmse,cv_std,duration_seconds,status,error
20260823T101458Z,dnn,"{""activation"": ""relu"", ""batch_norm"": true, ""batch_size"": 64, ""device"": ""cpu"", ""dropout"": 0.2, ""epochs"": 100, ""hidden_sizes"": [256, 128, 64], ""learning_rate"": 0.001, ""loss"": ""mse"", ""optimizer"": ""adam"", ""scheduler"": ""cosine""}",dnn,"[""all""]","[0.14159715046670698, 0.1342813249818326, 0.21064189073546935, 0.13124010208807327, 0.10564940219072072]",0.1446819740925606,0.0351358103208789,9.33555729100044,success,
20260824T101633Z,linear_regression,{},linear,"[""all""]","[0.15010259835762008, 0.11785293167578319, 0.21138732593686407, 0.14766500798899043, 0.19062473462542032]",0.1635265197169356,0.0332951524602537,0.4082402079999383,success,
20260824T101633Z,ridge,"{""alpha"": 1.0}",linear,"[""all""]","[0.12942399057001536, 0.1207146782292434, 0.19579271702134562, 0.1251645563861985, 0.1085552832968599]",0.1359302451007325,0.0307332033961549,0.1691740420000087,success,
20260824T101633Z,ridge,"{""alpha"": 10.0}",linear,"[""all""]","[0.13129218522436611, 0.1173865862679686, 0.19492867631904262, 0.12321216486274829, 0.10249859038665904]",0.1338636406121569,0.0319507890351528,0.1277162919999455,success,
20260824T101633Z,ridge,"{""alpha"": 30.0}",linear,"[""all""]","[0.13174906480334386, 0.11506184725153772, 0.2016788437919976, 0.12237374147588755, 0.1021701661820057]",0.1346067327009545,0.0349016154958587,0.1161908330000187,success,
20260824T101633Z,lasso,"{""alpha"": 0.0005, ""max_iter"": 10000}",linear,"[""all""]","[0.1271886081676675, 0.11648036641830321, 0.20330947472618935, 0.11782077501237925, 0.10084638544879743]",0.1331291219546673,0.0360950778985482,0.6111711669999522,success,
20260824T101633Z,lasso,"{""alpha"": 0.001, ""max_iter"": 10000}",linear,"[""all""]","[0.13262943492709323, 0.11437702728264201, 0.20803818797630133, 0.1182210034920723, 0.10436788628423982]",0.1355267079924697,0.037373727385127,0.3125824999999622,success,
20260824T101633Z,elastic_net,"{""alpha"": 0.0005, ""l1_ratio"": 0.3, ""max_iter"": 10000}",linear,"[""all""]","[0.12579326846240943, 0.11764075676078314, 0.19642752747436745, 0.12181269117767338, 0.10288340091098283]",0.1329115289572432,0.0326895116439375,1.3337296250000463,success,
20260824T101633Z,elastic_net,"{""alpha"": 0.0005, ""l1_ratio"": 0.7, ""max_iter"": 10000}",linear,"[""all""]","[0.12472340640294687, 0.11657096302432696, 0.20012373207120127, 0.11884305340631983, 0.10039382246631792]",0.1321309954742225,0.0349394240667198,0.7817036659999985,success,
20260824T101633Z,knn,"{""n_neighbors"": 5, ""p"": 2, ""weights"": ""distance""}",knn,"[""all""]","[0.17108274558329667, 0.17368312094332025, 0.17327100939364642, 0.17079719470762358, 0.1440637939646399]",0.1665795729185053,0.0113160321327398,0.2152175410000154,success,
